pc,sample_index,sample_id,source_path,sigma_multiplier,direction,pc_score_before,pc_score_after,pc_score_delta,pc_score_std
3,50997,56648,/nas-ctm01/datasets/public/ffhq256/56648.png,1.0,1.0,2.005279541015625,5.195785451491691,3.1905059104760665,3.1905059104760665
3,50997,56648,/nas-ctm01/datasets/public/ffhq256/56648.png,2.0,1.0,2.005279541015625,8.386291361967757,6.381011820952133,3.1905059104760665
3,50997,56648,/nas-ctm01/datasets/public/ffhq256/56648.png,3.0,1.0,2.005279541015625,11.576797272443825,9.5715177314282,3.1905059104760665
