Epoch,Train_Loss,Val_Cheap_Loss,Val_Cheap_Cos_Similarity,Val_TACOs_Reconstruct_MSE
1,1.511866,1.059486,0.620858,N/A
2,1.095001,1.000093,0.644348,N/A
3,1.058480,0.999283,0.643023,N/A
4,1.042202,0.972696,0.658192,N/A
5,1.025929,0.968445,0.659918,N/A
6,1.011476,0.960607,0.665063,N/A
7,0.996624,0.957763,0.666597,N/A
8,0.980645,0.939542,0.675899,N/A
9,0.964219,0.940840,0.675662,N/A
10,0.951278,0.925810,0.681919,N/A
11,0.935297,0.925638,0.683490,N/A
12,0.921591,0.910718,0.687293,N/A
13,0.909328,0.919472,0.683572,N/A
14,0.899539,0.920389,0.687645,N/A
15,0.886530,0.932301,0.685477,N/A
16,0.876561,0.916300,0.692626,N/A
17,0.866892,0.922841,0.690657,N/A
18,0.859215,0.910541,0.695364,N/A
19,0.848881,0.928821,0.693698,N/A
20,0.842641,0.922401,0.694990,N/A
21,0.833292,0.939169,0.691898,N/A
22,0.826765,0.927702,0.696167,N/A
23,0.819092,0.935535,0.693201,N/A
