Epoch,Train_L1,Val_Cheap_L1,Val_TACOs_Reconstruct_L1
1,0.567012,0.430048,N/A
2,0.339116,0.321709,N/A
3,0.270130,0.281489,N/A
4,0.233313,0.248765,N/A
5,0.210481,0.244649,0.039588
6,0.196772,0.217836,N/A
7,0.182665,0.203097,N/A
8,0.173398,0.197520,N/A
9,0.167548,0.181035,N/A
10,0.160332,0.198169,0.037735
11,0.157261,0.171614,N/A
12,0.152166,0.171202,N/A
13,0.147490,0.172679,N/A
14,0.144402,0.154929,N/A
15,0.140313,0.158111,0.035153
16,0.137521,0.160931,N/A
17,0.137032,0.168750,N/A
18,0.135170,0.169184,N/A
19,0.133693,0.158236,N/A
20,0.129606,0.152299,0.034845
21,0.127166,0.162165,N/A
22,0.126159,0.149932,N/A
23,0.125302,0.144916,N/A
24,0.122004,0.156074,N/A
25,0.120368,0.145530,0.034413
26,0.120385,0.148364,N/A
27,0.120427,0.140644,N/A
28,0.116710,0.159690,N/A
29,0.118486,0.147239,N/A
30,0.115321,0.148184,0.034562
31,0.115842,0.145719,N/A
32,0.114720,0.139593,N/A
33,0.111400,0.137103,N/A
34,0.109813,0.143478,N/A
35,0.110415,0.145299,0.034683
36,0.109444,0.134728,N/A
37,0.107976,0.143947,N/A
38,0.107267,0.138488,N/A
39,0.106785,0.147211,N/A
40,0.106516,0.138944,0.034336
41,0.105468,0.134644,N/A
42,0.104240,0.137659,N/A
43,0.103634,0.129635,N/A
44,0.103122,0.134643,N/A
45,0.100597,0.144540,0.034686
46,0.101909,0.128121,N/A
47,0.100438,0.135134,N/A
48,0.099846,0.131715,N/A
49,0.099010,0.134577,N/A
50,0.097805,0.130550,0.033634
