Epoch,Train_L1,Val_Cheap_L1,Val_TACOs_Reconstruct_L1
1,0.403435,0.275488,N/A
2,0.231605,0.212823,N/A
3,0.194145,0.187576,N/A
4,0.176386,0.178062,N/A
5,0.166835,0.165276,0.035598
6,0.159503,0.165793,N/A
7,0.154571,0.161977,N/A
8,0.150264,0.151668,N/A
9,0.143951,0.154299,N/A
10,0.141035,0.147019,0.034232
11,0.139338,0.147842,N/A
12,0.136883,0.145248,N/A
13,0.134720,0.142105,N/A
14,0.131580,0.140934,N/A
15,0.131108,0.141379,0.033785
16,0.128055,0.137561,N/A
17,0.128083,0.133097,N/A
18,0.125888,0.138001,N/A
19,0.123508,0.132326,N/A
20,0.121543,0.131604,0.033235
21,0.121246,0.130322,N/A
22,0.120225,0.132045,N/A
23,0.117568,0.133614,N/A
24,0.117273,0.131124,N/A
25,0.115924,0.131636,0.033144
26,0.116339,0.125037,N/A
27,0.113284,0.129987,N/A
28,0.112920,0.130691,N/A
29,0.111821,0.127831,N/A
30,0.109926,0.126897,0.033100
31,0.108918,0.125238,N/A
32,0.108644,0.124274,N/A
33,0.108161,0.126896,N/A
34,0.106510,0.125255,N/A
35,0.106108,0.128369,0.033144
36,0.105507,0.126977,N/A
37,0.104208,0.123378,N/A
38,0.103511,0.125065,N/A
39,0.102497,0.126125,N/A
40,0.101191,0.124325,0.032964
41,0.100812,0.125613,N/A
42,0.099405,0.127649,N/A
43,0.099361,0.120323,N/A
44,0.098502,0.126816,N/A
45,0.098811,0.127042,0.032940
46,0.097816,0.126665,N/A
47,0.097128,0.123800,N/A
48,0.096241,0.126863,N/A
49,0.096363,0.124051,N/A
50,0.095944,0.125436,0.032913
