epoch,lr,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10
38,0.0006872216535789162,0.004763666364089549,0.9997824194952132,1.0,1.0,0.959897612877734,0.7894736842105263,0.9252971137521222,0.9507640067911715
39,0.0006726752705214198,0.003245976977751431,1.0,1.0,1.0,0.950508659986972,0.797962648556876,0.9219015280135824,0.9541595925297114
40,0.0006579634122155995,0.002527319913725162,1.0,1.0,1.0,0.9523736290089748,0.7911714770797963,0.9185059422750425,0.9524617996604414
41,0.000643100597489419,0.0023530594811242258,1.0,1.0,1.0,0.951125260119932,0.7962648556876061,0.9219015280135824,0.9507640067911715
42,0.0006281014941466035,0.002684206420351452,1.0,1.0,1.0,0.9425104290803543,0.797962648556876,0.9202037351443124,0.9541595925297114
43,0.000612980904491289,0.002345717845207406,1.0,1.0,1.0,0.9451078297934022,0.801358234295416,0.9185059422750425,0.9541595925297114
44,0.0005977537507199342,0.002777104512597876,0.9995648389904265,1.0,1.0,0.9781228619641885,0.8030560271646859,0.9168081494057725,0.9507640067911715
45,0.0005824350601949147,0.0028268466634696933,0.9997824194952132,1.0,1.0,0.9806294474617937,0.797962648556876,0.9168081494057725,0.9524617996604414
46,0.000567039950614331,0.0024965846650886006,0.9995648389904265,1.0,1.0,0.9762997870129518,0.797962648556876,0.9202037351443124,0.9490662139219015
47,0.0005515836150926649,0.0030219460208555787,0.9995648389904265,1.0,1.0,0.9762564470488673,0.797962648556876,0.9134125636672326,0.9507640067911715
48,0.0005360813071670105,0.0024979758828965943,1.0,1.0,1.0,0.9700139924909141,0.7928692699490663,0.9219015280135824,0.9507640067911715
49,0.0005205483257436738,0.0021453236251602597,1.0,1.0,1.0,0.971171117092029,0.797962648556876,0.9219015280135824,0.9507640067911715
50,0.0005050000000000002,0.0022006352354867224,1.0,1.0,1.0,0.9816090924023367,0.797962648556876,0.9202037351443124,0.9490662139219015
51,0.0004894516742563267,0.0020337139511216688,0.9997824194952132,1.0,1.0,0.9922884164317962,0.7928692699490663,0.9185059422750425,0.9524617996604414
52,0.0004739186928329901,0.002318380866605007,1.0,1.0,1.0,0.9725495123498913,0.8047538200339559,0.9151103565365025,0.9524617996604414
53,0.00045841638490733556,0.001430427178366027,1.0,1.0,1.0,0.9566503122626014,0.8081494057724957,0.9168081494057725,0.9524617996604414
54,0.0004429600493856696,0.002268664369657895,0.9997824194952132,1.0,1.0,0.9494854325147153,0.8081494057724957,0.9235993208828522,0.9507640067911715
55,0.0004275649398050859,0.0022323081249393866,0.9997824194952132,1.0,1.0,0.9725177038100458,0.8098471986417657,0.9202037351443124,0.9490662139219015
56,0.0004122462492800665,0.0026047186732690965,0.9995648389904265,1.0,1.0,0.9795805380785607,0.8081494057724957,0.9151103565365025,0.9490662139219015
57,0.00039701909550871175,0.0022371302639864533,0.9997824194952132,1.0,1.0,0.9839431449189049,0.8115449915110357,0.9100169779286927,0.9507640067911715
58,0.000381898505853397,0.0020171997361890224,1.0,1.0,1.0,0.9700006776835599,0.8115449915110357,0.9100169779286927,0.9507640067911715
59,0.00036689940251058173,0.0018408874096794686,1.0,1.0,1.0,0.9552975884924922,0.8132427843803056,0.9151103565365025,0.9541595925297114
60,0.00035203658778440135,0.002024170413720312,1.0,1.0,1.0,0.950989472845819,0.8047538200339559,0.9117147707979627,0.9558573853989814
61,0.00033732472947858096,0.0014106364672706892,1.0,1.0,1.0,0.9534969470496898,0.8064516129032258,0.9134125636672326,0.9558573853989814
62,0.0003227783464210847,0.001909896225998384,0.9997824194952132,1.0,1.0,0.96031062155709,0.8098471986417657,0.9202037351443124,0.9524617996604414
63,0.0003084117941357837,0.0017480151977546487,0.9997824194952132,1.0,1.0,0.9730094376768038,0.8064516129032258,0.9185059422750425,0.9541595925297114
64,0.0002942392506752892,0.001732414211122217,1.0,1.0,1.0,0.9644848224667418,0.8149405772495756,0.9219015280135824,0.9558573853989814
65,0.0002802747026289245,0.001473365344060139,1.0,1.0,1.0,0.9533314308205363,0.8098471986417657,0.9185059422750425,0.9558573853989814
66,0.000266531931319651,0.0012046098982667255,1.0,1.0,1.0,0.9496051900860409,0.8166383701188455,0.9168081494057725,0.9558573853989814
67,0.0002530244992035663,0.0010580546548873758,1.0,1.0,1.0,0.948324996162149,0.8132427843803056,0.9185059422750425,0.9558573853989814
68,0.00023976573648539667,0.0014199538472910178,1.0,1.0,1.0,0.9481977766762363,0.8149405772495756,0.9168081494057725,0.9558573853989814
69,0.00022676872796319544,0.0011325881877643348,1.0,1.0,1.0,0.9487117664518502,0.8166383701188455,0.9185059422750425,0.9558573853989814
70,0.00021404630011522598,0.0012584427783786083,1.0,1.0,1.0,0.9549997974130213,0.8149405772495756,0.9202037351443124,0.9558573853989814
71,0.00020161100844177672,0.0014827658410740934,1.0,1.0,1.0,0.9575386843778484,0.8217317487266553,0.9185059422750425,0.9558573853989814
72,0.0001894751250743987,0.0015739827348244377,1.0,1.0,1.0,0.9554283708991745,0.8183361629881154,0.9219015280135824,0.9575551782682513
73,0.00017765062666479255,0.0014981095488827588,1.0,1.0,1.0,0.9548623669127252,0.8149405772495756,0.9202037351443124,0.9575551782682513
74,0.0001661491825652992,0.001128965689358119,1.0,1.0,1.0,0.9543232446210697,0.8166383701188455,0.9219015280135824,0.9541595925297114
75,0.00015498214331265912,0.0013136472844812951,1.0,1.0,1.0,0.9523651215337938,0.8183361629881154,0.9219015280135824,0.9541595925297114
76,0.00014416052942640148,0.0009499147637310341,1.0,1.0,1.0,0.9514408111572266,0.8166383701188455,0.9252971137521222,0.9541595925297114
77,0.00013369502053292258,0.0011174076766073964,1.0,1.0,1.0,0.9518691283130484,0.8132427843803056,0.9219015280135824,0.9541595925297114
78,0.00012359594482598446,0.0009627103068143635,1.0,1.0,1.0,0.9507760172788883,0.8149405772495756,0.9202037351443124,0.9541595925297114
79,0.00011387326887403332,0.0011383768675031806,1.0,1.0,1.0,0.9515179484728439,0.8166383701188455,0.9219015280135824,0.9541595925297114
80,0.00010453658778440112,0.0009880199243401293,1.0,1.0,1.0,0.9509618472567236,0.8115449915110357,0.9202037351443124,0.9541595925297114
81,9.5595115734092e-05,0.0009323433766508713,1.0,1.0,1.0,0.9526001297962079,0.8115449915110357,0.9202037351443124,0.9541595925297114
82,8.705767687650269e-05,0.0009258214650887209,1.0,1.0,1.0,0.9515031046899753,0.8098471986417657,0.9219015280135824,0.9558573853989814
83,7.893269663304787e-05,0.0009921911582707374,1.0,1.0,1.0,0.9508829457852958,0.8115449915110357,0.9202037351443124,0.9558573853989814
84,7.122819337828756e-05,0.0012439853276994997,0.9997824194952132,1.0,1.0,0.9495662828252757,0.8115449915110357,0.9219015280135824,0.9558573853989814
85,6.395177052675798e-05,0.0012665739326735389,0.9997824194952132,1.0,1.0,0.9512355491544273,0.8115449915110357,0.9202037351443124,0.9558573853989814
86,5.711060902932045e-05,0.0009735771306945227,1.0,1.0,1.0,0.9513443479716069,0.8115449915110357,0.9219015280135824,0.9541595925297114
87,5.071146028642948e-05,0.000886799045463536,1.0,1.0,1.0,0.9517321105926267,0.8098471986417657,0.9202037351443124,0.9541595925297114
88,4.476063948531561e-05,0.0010671781334868778,1.0,1.0,1.0,0.9519050770987881,0.8098471986417657,0.9235993208828522,0.9541595925297114
89,3.9264019367658426e-05,0.0010151389756890823,1.0,1.0,1.0,0.952164873809685,0.8098471986417657,0.9252971137521222,0.9541595925297114
90,3.4227024433899026e-05,0.001231429860720474,0.9997824194952132,1.0,1.0,0.9519245089213593,0.8149405772495756,0.9269949066213922,0.9541595925297114
91,2.9654625589913258e-05,0.0011805271807031866,1.0,1.0,1.0,0.9520618714177143,0.8149405772495756,0.9269949066213922,0.9541595925297114
