Epoch,Train_Loss,Val_Cheap_Loss,Val_Cheap_Cos_Similarity,Val_TACOs_Reconstruct_MSE
1,2.225421,1.676630,0.497587,N/A
2,1.623413,1.455320,0.538468,N/A
3,1.325736,1.198901,0.575984,N/A
4,1.262039,1.158400,0.587077,N/A
5,1.189091,1.147776,0.584879,N/A
6,1.173638,1.142642,0.600881,N/A
7,1.155578,1.115501,0.614186,N/A
8,1.131468,1.093229,0.623871,N/A
9,1.116174,1.096046,0.627434,N/A
10,1.107252,1.095649,0.628031,N/A
11,1.087183,1.075462,0.639040,N/A
12,1.077396,1.053531,0.650304,N/A
13,1.061489,1.058479,0.648864,N/A
14,1.044550,1.031985,0.659417,N/A
15,1.037026,1.038667,0.656799,N/A
16,1.023273,1.022784,0.666403,N/A
17,1.011500,1.043697,0.660781,N/A
18,0.995703,1.025839,0.664400,N/A
19,0.984731,1.039879,0.664788,N/A
20,0.975886,1.046429,0.664137,N/A
21,0.966518,1.013227,0.673277,N/A
22,0.960590,1.029691,0.666975,N/A
23,0.950174,1.033988,0.674881,N/A
24,0.934737,1.041288,0.670512,N/A
25,0.928748,1.031051,0.673670,1.281579
26,0.923047,1.036069,0.673848,N/A
27,0.909501,1.047868,0.675038,N/A
28,0.903179,1.053406,0.671715,N/A
29,0.901523,1.044652,0.676891,N/A
30,0.885952,1.060389,0.671470,N/A
31,0.881575,1.054152,0.673830,N/A
32,0.873480,1.048446,0.680958,N/A
33,0.871497,1.081889,0.671144,N/A
34,0.861150,1.064832,0.678620,N/A
35,0.853141,1.076593,0.671415,N/A
36,0.848439,1.077777,0.674557,N/A
37,0.843100,1.086451,0.679068,N/A
38,0.839806,1.089059,0.674727,N/A
39,0.831948,1.087146,0.673640,N/A
40,0.825565,1.097039,0.670732,N/A
41,0.821327,1.095551,0.677759,N/A
