epoch,lr,train_loss,train_mse_loss,train_cosine_loss,val_loss,val_mse_loss,val_cosine_loss,val_standardized_mse_mean,val_standardized_mse_median,val_standardized_mae_mean,val_standardized_mae_median,val_standardized_cosine_mean,val_standardized_cosine_median,val_standardized_cosine_p05,val_standardized_cosine_p95,val_raw_mse_mean,val_raw_mse_median,val_raw_mae_mean,val_raw_mae_median,val_raw_l2_mean,val_raw_l2_median,val_raw_cosine_mean,val_raw_cosine_std,val_raw_cosine_median,val_raw_cosine_p05,val_raw_cosine_p95,val_raw_angle_deg_mean,val_raw_angle_deg_median
19,0.0009944739353007343,0.6026468815803527,0.5681332454000201,0.34513633721215387,0.9770703320503235,0.9141265400477818,0.6294379593304226,0.9141265153884888,0.8945479393005371,0.7577342391014099,0.7552140355110168,0.37056201696395874,0.3670063018798828,0.17895841598510742,0.5721185207366943,0.007509672082960606,0.007243935484439135,0.06738031655550003,0.06710299849510193,1.944287657737732,1.925849199295044,0.9536670446395874,0.011920432560145855,0.9550058245658875,0.9322913885116577,0.9703969359397888,17.371858596801758,17.252727508544922
20,0.0009931806517013613,0.5834950676645552,0.5503148295538766,0.3318024035862514,0.9893746925762722,0.9261976104463849,0.6317708606038774,0.9261975884437561,0.9080060124397278,0.7626107931137085,0.7606127858161926,0.3682291507720947,0.3639914393424988,0.17651836574077606,0.5751491785049438,0.007610446307808161,0.007364485412836075,0.06781797856092453,0.06758622825145721,1.9570404291152954,1.941807508468628,0.9530432224273682,0.012118599377572536,0.9543055891990662,0.9316356778144836,0.9702811241149902,17.487293243408203,17.38749122619629
21,0.0009917525374361913,0.5661118920189994,0.5341299219812665,0.3198197086197989,0.9976544030734471,0.9342890744890485,0.6336532320295062,0.9342890381813049,0.9185268878936768,0.7658826112747192,0.7644028663635254,0.3663467466831207,0.3609544634819031,0.1736205518245697,0.5788192749023438,0.0076761082746088505,0.007439839653670788,0.06810436397790909,0.0678904801607132,1.9652416706085205,1.951716661453247,0.952659010887146,0.012297384440898895,0.9537738561630249,0.9303266406059265,0.9702244997024536,17.55714225769043,17.489147186279297
22,0.0009901899829374047,0.5502009813444955,0.5192957412855965,0.30905239759172715,1.0032144396645681,0.9395688483374459,0.6364558418818883,0.9395688772201538,0.9228203892707825,0.7680025100708008,0.7669316530227661,0.36354416608810425,0.3577955961227417,0.17158758640289307,0.5750218629837036,0.0077120414935052395,0.007471116725355387,0.0682823583483696,0.06810200214385986,1.9697721004486084,1.9558148384094238,0.9524319171905518,0.012350828386843204,0.953585147857666,0.9302958846092224,0.9701998829841614,17.59885025024414,17.52509307861328
23,0.0009884934153917997,0.5357903624262128,0.5058479458945138,0.29942415605272565,1.0107927900041853,0.947029471874237,0.6376331651551382,0.9470295310020447,0.9302771091461182,0.7709189653396606,0.7696141004562378,0.36236682534217834,0.3553088903427124,0.17243382334709167,0.5747589468955994,0.0077735017985105515,0.007550139911472797,0.0685400739312172,0.06836991012096405,1.9774441719055176,1.9661312103271484,0.9520651698112488,0.012506883591413498,0.9533026218414307,0.9299581050872803,0.9699814915657043,17.66551971435547,17.578773498535156
24,0.000986663298624003,0.522120740890503,0.4930752694266183,0.29045473630087715,1.0145176499230522,0.9506793982642038,0.6383825687680925,0.9506794214248657,0.9337582588195801,0.7723724842071533,0.7717151641845703,0.36161744594573975,0.3551901578903198,0.17468589544296265,0.5805817246437073,0.007796469610184431,0.007560225203633308,0.0686587318778038,0.06847143173217773,1.9802933931350708,1.967443823814392,0.9519176483154297,0.012529103085398674,0.9531210660934448,0.9296994209289551,0.9699482917785645,17.692642211914062,17.613178253173828
25,0.0009847001329696653,0.509881645475115,0.4816449335643223,0.28236713000706265,1.0217049555097308,0.9577404086249215,0.6396454587663923,0.9577403664588928,0.9420185089111328,0.7751996517181396,0.7746792435646057,0.36035457253456116,0.3537202477455139,0.1687014251947403,0.5788971781730652,0.007854091934859753,0.007618685252964497,0.0689036026597023,0.06875193864107132,1.9874262809753418,1.9750359058380127,0.9515601992607117,0.01269124262034893,0.9526853561401367,0.9291375279426575,0.9702206254005432,17.757326126098633,17.695499420166016
26,0.0009826044551386743,0.4979976008278983,0.4705290096827916,0.2746859217371259,1.026464320046561,0.9622760762487139,0.6418823086874825,0.9622761011123657,0.946506142616272,0.7770777344703674,0.7767065763473511,0.3581176698207855,0.35049968957901,0.1641061007976532,0.5777491927146912,0.007887803949415684,0.00765971839427948,0.06907010078430176,0.06892338395118713,1.9917449951171875,1.9803473949432373,0.9513811469078064,0.01271186862140894,0.9526472091674805,0.9287579655647278,0.9698192477226257,17.790693283081055,17.702686309814453
27,0.0009803768380684242,0.48760292877469746,0.46080034613609316,0.2680258297239031,1.0329548473358154,0.968716190814972,0.6423864985874721,0.9687162637710571,0.9527562856674194,0.7796647548675537,0.7795462012290955,0.3576135039329529,0.3498281240463257,0.16817525029182434,0.5786073207855225,0.007930214516818523,0.007694525644183159,0.06928509473800659,0.06915204226970673,1.997215986251831,1.9848418235778809,0.9511100649833679,0.012679306790232658,0.9522649049758911,0.9287289977073669,0.9700165390968323,17.84181022644043,17.774581909179688
28,0.0009780178907671788,0.4779101101670946,0.4517282988684518,0.2618181149618966,1.0363813706806728,0.9720434433392116,0.6433792518207005,0.9720434546470642,0.9596620798110962,0.7810799479484558,0.7817233800888062,0.35662075877189636,0.34827008843421936,0.17163363099098206,0.5777279734611511,0.00795213133096695,0.007736481726169586,0.0693991631269455,0.06938324868679047,1.999901533126831,1.9902458190917969,0.9509789347648621,0.012739579193294048,0.9520121812820435,0.9287809133529663,0.9696459770202637,17.86512565612793,17.82195472717285
29,0.0009755282581475768,0.4689626650810242,0.44334186588014873,0.256207990033286,1.0397720142092024,0.9753852313586644,0.6438678184236799,0.9753852486610413,0.9614804983139038,0.7823254466056824,0.7833719253540039,0.3561321794986725,0.3466786742210388,0.16537542641162872,0.5797982811927795,0.007980857975780964,0.007760209031403065,0.06951285898685455,0.06956113129854202,2.0034360885620117,1.9932955503463745,0.9508293271064758,0.01279564667493105,0.9519319534301758,0.9285534620285034,0.9698092341423035,17.891855239868164,17.83697509765625
30,0.0009729086208503173,0.4608629060813359,0.4357550691877093,0.25107836988994053,1.0402380692618234,0.9758337894167219,0.6440428596224104,0.9758337736129761,0.9620521664619446,0.7825103998184204,0.7829182147979736,0.35595715045928955,0.3466443121433258,0.1668328195810318,0.5782413482666016,0.007979283109307289,0.007768774405121803,0.06951962411403656,0.06945376098155975,2.0032219886779785,1.9943952560424805,0.9508175849914551,0.01279975101351738,0.9519352316856384,0.9288173913955688,0.9698249697685242,17.89404296875,17.836353302001953
31,0.0009701596950580807,0.4533535324164799,0.42871247025898523,0.24641062014443535,1.0433667147500174,0.9788946924209595,0.6447202029909407,0.9788946509361267,0.9675936102867126,0.7837194204330444,0.7856656312942505,0.3552797734737396,0.3466940224170685,0.1667824685573578,0.581393301486969,0.008003761991858482,0.007800145074725151,0.06962436437606812,0.0696718692779541,2.006283760070801,1.9984179735183716,0.9507091045379639,0.012838215567171574,0.9517349600791931,0.9286935329437256,0.9698218107223511,17.913698196411133,17.873779296875
32,0.0009672822322997304,0.44645070205416,0.4222424009868077,0.2420830170086452,1.0503324533190046,0.9856691093444824,0.646633439540863,0.9856690764427185,0.9718936681747437,0.7861873507499695,0.7870510220527649,0.35336655378341675,0.34336352348327637,0.16657757759094238,0.5801595449447632,0.008056126534938812,0.007856767624616623,0.0698368176817894,0.06985506415367126,2.012514591217041,2.0056581497192383,0.9503533840179443,0.013029217720031738,0.9513099789619446,0.9275833964347839,0.9695308208465576,17.975759506225586,17.952943801879883
