Epoch,Train_L1,Val_Cheap_L1,Val_TACOs_Reconstruct_L1
1,0.424430,0.323838,N/A
2,0.316835,0.315640,N/A
3,0.310604,0.315605,N/A
4,0.307000,0.305717,N/A
5,0.302564,0.306366,0.435185
6,0.298766,0.300356,N/A
7,0.295328,0.295326,N/A
8,0.291681,0.298021,N/A
9,0.288645,0.293901,N/A
10,0.285241,0.289300,0.420921
11,0.282656,0.289736,N/A
12,0.280241,0.288921,N/A
13,0.278010,0.288190,N/A
14,0.276018,0.287744,N/A
15,0.274309,0.285241,0.417168
16,0.272390,0.281337,N/A
17,0.270968,0.283516,N/A
18,0.269528,0.282183,N/A
19,0.267428,0.284308,N/A
20,0.265959,0.282116,0.415364
21,0.264461,0.282131,N/A
22,0.263039,0.278517,N/A
23,0.261637,0.280329,N/A
24,0.260085,0.280957,N/A
25,0.258846,0.279999,0.414252
26,0.257805,0.279397,N/A
27,0.256909,0.276061,N/A
28,0.255983,0.277019,N/A
29,0.254646,0.277742,N/A
30,0.253578,0.277374,0.409549
31,0.252055,0.275240,N/A
32,0.251571,0.278235,N/A
33,0.250792,0.277679,N/A
34,0.249888,0.277545,N/A
35,0.248783,0.275221,0.410442
36,0.248258,0.275817,N/A
37,0.247463,0.274640,N/A
38,0.246874,0.275011,N/A
39,0.246160,0.278123,N/A
40,0.245701,0.277718,0.410163
41,0.245318,0.277133,N/A
42,0.244738,0.275780,N/A
43,0.244446,0.277883,N/A
44,0.244407,0.275352,N/A
45,0.243884,0.276235,0.409056
46,0.243607,0.277779,N/A
47,0.243508,0.275600,N/A
48,0.243724,0.275391,N/A
49,0.243228,0.276000,N/A
50,0.243275,0.278615,0.409007
