Loading data...
Epoch 1 | Train Loss: 0.5287 | Val Loss: 0.7491 | Sample L1: 0.7236
Epoch 2 | Train Loss: 0.2852 | Val Loss: 0.5679 | Sample L1: 0.6510
Epoch 3 | Train Loss: 0.1868 | Val Loss: 0.4569 | Sample L1: 0.6116
Epoch 4 | Train Loss: 0.1337 | Val Loss: 0.4005 | Sample L1: 0.5930
Epoch 5 | Train Loss: 0.1045 | Val Loss: 0.3803 | Sample L1: 0.5779
Epoch 6 | Train Loss: 0.0853 | Val Loss: 0.3501 | Sample L1: 0.5739
Epoch 7 | Train Loss: 0.0722 | Val Loss: 0.3515 | Sample L1: 0.5718
Epoch 8 | Train Loss: 0.0648 | Val Loss: 0.3363 | Sample L1: 0.5715
Epoch 9 | Train Loss: 0.0580 | Val Loss: 0.3175 | Sample L1: 0.5719
Epoch 10 | Train Loss: 0.0519 | Val Loss: 0.3186 | Sample L1: 0.5816
Epoch 11 | Train Loss: 0.0479 | Val Loss: 0.3238 | Sample L1: 0.5695
Epoch 12 | Train Loss: 0.0435 | Val Loss: 0.3157 | Sample L1: 0.5701
Epoch 13 | Train Loss: 0.0413 | Val Loss: 0.3288 | Sample L1: 0.5684
Epoch 14 | Train Loss: 0.0384 | Val Loss: 0.2989 | Sample L1: 0.5635
Epoch 15 | Train Loss: 0.0346 | Val Loss: 0.3221 | Sample L1: 0.5709
Epoch 16 | Train Loss: 0.0333 | Val Loss: 0.3116 | Sample L1: 0.5675
Epoch 17 | Train Loss: 0.0319 | Val Loss: 0.3043 | Sample L1: 0.5636
Epoch 18 | Train Loss: 0.0296 | Val Loss: 0.3200 | Sample L1: 0.5607
Epoch 19 | Train Loss: 0.0277 | Val Loss: 0.3192 | Sample L1: 0.5624
Epoch 20 | Train Loss: 0.0259 | Val Loss: 0.3025 | Sample L1: 0.5643
Epoch 21 | Train Loss: 0.0255 | Val Loss: 0.2735 | Sample L1: 0.5563
Epoch 22 | Train Loss: 0.0233 | Val Loss: 0.3092 | Sample L1: 0.5624
Epoch 23 | Train Loss: 0.0224 | Val Loss: 0.3201 | Sample L1: 0.5556
Epoch 24 | Train Loss: 0.0212 | Val Loss: 0.2900 | Sample L1: 0.5522
Epoch 25 | Train Loss: 0.0200 | Val Loss: 0.3011 | Sample L1: 0.5505
Epoch 26 | Train Loss: 0.0190 | Val Loss: 0.3061 | Sample L1: 0.5576
Epoch 27 | Train Loss: 0.0187 | Val Loss: 0.3022 | Sample L1: 0.5530
Epoch 28 | Train Loss: 0.0176 | Val Loss: 0.2945 | Sample L1: 0.5530
Epoch 29 | Train Loss: 0.0166 | Val Loss: 0.3145 | Sample L1: 0.5547
Epoch 30 | Train Loss: 0.0168 | Val Loss: 0.2869 | Sample L1: 0.5551
Epoch 31 | Train Loss: 0.0159 | Val Loss: 0.2822 | Sample L1: 0.5520
Epoch 32 | Train Loss: 0.0149 | Val Loss: 0.2827 | Sample L1: 0.5477
Epoch 33 | Train Loss: 0.0144 | Val Loss: 0.3008 | Sample L1: 0.5499
Epoch 34 | Train Loss: 0.0142 | Val Loss: 0.2870 | Sample L1: 0.5528
Epoch 35 | Train Loss: 0.0139 | Val Loss: 0.3090 | Sample L1: 0.5489
Epoch 36 | Train Loss: 0.0131 | Val Loss: 0.2922 | Sample L1: 0.5452
Epoch 37 | Train Loss: 0.0128 | Val Loss: 0.2834 | Sample L1: 0.5477
Epoch 38 | Train Loss: 0.0128 | Val Loss: 0.3140 | Sample L1: 0.5473
Epoch 39 | Train Loss: 0.0117 | Val Loss: 0.2607 | Sample L1: 0.5457
Epoch 40 | Train Loss: 0.0116 | Val Loss: 0.3210 | Sample L1: 0.5436
Epoch 41 | Train Loss: 0.0111 | Val Loss: 0.2901 | Sample L1: 0.5441
Epoch 42 | Train Loss: 0.0110 | Val Loss: 0.2862 | Sample L1: 0.5461
Epoch 43 | Train Loss: 0.0104 | Val Loss: 0.3027 | Sample L1: 0.5477
Epoch 44 | Train Loss: 0.0100 | Val Loss: 0.2960 | Sample L1: 0.5423
Epoch 45 | Train Loss: 0.0099 | Val Loss: 0.2876 | Sample L1: 0.5460
Epoch 46 | Train Loss: 0.0095 | Val Loss: 0.3009 | Sample L1: 0.5447
Epoch 47 | Train Loss: 0.0095 | Val Loss: 0.2984 | Sample L1: 0.5470
Epoch 48 | Train Loss: 0.0091 | Val Loss: 0.2740 | Sample L1: 0.5437
Epoch 49 | Train Loss: 0.0091 | Val Loss: 0.2785 | Sample L1: 0.5435
Epoch 50 | Train Loss: 0.0088 | Val Loss: 0.2900 | Sample L1: 0.5422
Epoch 51 | Train Loss: 0.0085 | Val Loss: 0.2713 | Sample L1: 0.5399
Epoch 52 | Train Loss: 0.0081 | Val Loss: 0.2771 | Sample L1: 0.5415
Epoch 53 | Train Loss: 0.0081 | Val Loss: 0.2631 | Sample L1: 0.5396
Epoch 54 | Train Loss: 0.0079 | Val Loss: 0.2629 | Sample L1: 0.5351
Epoch 55 | Train Loss: 0.0078 | Val Loss: 0.2993 | Sample L1: 0.5415
Epoch 56 | Train Loss: 0.0078 | Val Loss: 0.2829 | Sample L1: 0.5421
Epoch 57 | Train Loss: 0.0074 | Val Loss: 0.2797 | Sample L1: 0.5415
Epoch 58 | Train Loss: 0.0073 | Val Loss: 0.2754 | Sample L1: 0.5399
Epoch 59 | Train Loss: 0.0071 | Val Loss: 0.2727 | Sample L1: 0.5370
Early stopping triggered.
