Loading data...
Epoch 1 | Train Loss: 0.5268 | Val Loss: 0.7296 | Sample L1: 0.7105
Epoch 2 | Train Loss: 0.2886 | Val Loss: 0.5632 | Sample L1: 0.6441
Epoch 3 | Train Loss: 0.1858 | Val Loss: 0.4625 | Sample L1: 0.6085
Epoch 4 | Train Loss: 0.1319 | Val Loss: 0.4004 | Sample L1: 0.5883
Epoch 5 | Train Loss: 0.1010 | Val Loss: 0.3556 | Sample L1: 0.5825
Epoch 6 | Train Loss: 0.0820 | Val Loss: 0.3349 | Sample L1: 0.5777
Epoch 7 | Train Loss: 0.0735 | Val Loss: 0.3309 | Sample L1: 0.5847
Epoch 8 | Train Loss: 0.0615 | Val Loss: 0.3212 | Sample L1: 0.5810
Epoch 9 | Train Loss: 0.0571 | Val Loss: 0.3112 | Sample L1: 0.5857
Epoch 10 | Train Loss: 0.0503 | Val Loss: 0.3219 | Sample L1: 0.5732
Epoch 11 | Train Loss: 0.0469 | Val Loss: 0.3004 | Sample L1: 0.5748
Epoch 12 | Train Loss: 0.0422 | Val Loss: 0.3088 | Sample L1: 0.5719
Epoch 13 | Train Loss: 0.0387 | Val Loss: 0.3000 | Sample L1: 0.5802
Epoch 14 | Train Loss: 0.0362 | Val Loss: 0.3084 | Sample L1: 0.5734
Epoch 15 | Train Loss: 0.0343 | Val Loss: 0.2983 | Sample L1: 0.5767
Epoch 16 | Train Loss: 0.0330 | Val Loss: 0.3038 | Sample L1: 0.5800
Epoch 17 | Train Loss: 0.0297 | Val Loss: 0.2858 | Sample L1: 0.5858
Epoch 18 | Train Loss: 0.0286 | Val Loss: 0.2873 | Sample L1: 0.5735
Epoch 19 | Train Loss: 0.0269 | Val Loss: 0.2848 | Sample L1: 0.5758
Epoch 20 | Train Loss: 0.0252 | Val Loss: 0.2728 | Sample L1: 0.5672
Epoch 21 | Train Loss: 0.0242 | Val Loss: 0.3079 | Sample L1: 0.5740
Epoch 22 | Train Loss: 0.0228 | Val Loss: 0.3019 | Sample L1: 0.5629
Epoch 23 | Train Loss: 0.0223 | Val Loss: 0.2671 | Sample L1: 0.5621
Epoch 24 | Train Loss: 0.0208 | Val Loss: 0.2764 | Sample L1: 0.5665
Epoch 25 | Train Loss: 0.0195 | Val Loss: 0.2690 | Sample L1: 0.5646
Epoch 26 | Train Loss: 0.0192 | Val Loss: 0.2910 | Sample L1: 0.5609
Epoch 27 | Train Loss: 0.0182 | Val Loss: 0.2947 | Sample L1: 0.5615
Epoch 28 | Train Loss: 0.0174 | Val Loss: 0.2977 | Sample L1: 0.5585
Epoch 29 | Train Loss: 0.0166 | Val Loss: 0.2986 | Sample L1: 0.5642
Epoch 30 | Train Loss: 0.0161 | Val Loss: 0.2677 | Sample L1: 0.5625
Epoch 31 | Train Loss: 0.0156 | Val Loss: 0.2818 | Sample L1: 0.5591
Epoch 32 | Train Loss: 0.0151 | Val Loss: 0.2784 | Sample L1: 0.5559
Epoch 33 | Train Loss: 0.0145 | Val Loss: 0.2842 | Sample L1: 0.5555
Epoch 34 | Train Loss: 0.0141 | Val Loss: 0.2846 | Sample L1: 0.5545
Epoch 35 | Train Loss: 0.0133 | Val Loss: 0.2684 | Sample L1: 0.5554
Epoch 36 | Train Loss: 0.0127 | Val Loss: 0.2616 | Sample L1: 0.5542
Epoch 37 | Train Loss: 0.0123 | Val Loss: 0.2936 | Sample L1: 0.5544
Epoch 38 | Train Loss: 0.0121 | Val Loss: 0.2717 | Sample L1: 0.5525
Epoch 39 | Train Loss: 0.0118 | Val Loss: 0.2632 | Sample L1: 0.5535
Epoch 40 | Train Loss: 0.0108 | Val Loss: 0.2762 | Sample L1: 0.5500
Epoch 41 | Train Loss: 0.0109 | Val Loss: 0.2488 | Sample L1: 0.5498
Epoch 42 | Train Loss: 0.0110 | Val Loss: 0.2579 | Sample L1: 0.5534
Epoch 43 | Train Loss: 0.0102 | Val Loss: 0.2590 | Sample L1: 0.5463
Epoch 44 | Train Loss: 0.0100 | Val Loss: 0.2983 | Sample L1: 0.5519
Epoch 45 | Train Loss: 0.0095 | Val Loss: 0.2572 | Sample L1: 0.5501
Epoch 46 | Train Loss: 0.0095 | Val Loss: 0.2434 | Sample L1: 0.5477
Epoch 47 | Train Loss: 0.0094 | Val Loss: 0.2681 | Sample L1: 0.5511
Epoch 48 | Train Loss: 0.0091 | Val Loss: 0.2636 | Sample L1: 0.5505
Epoch 49 | Train Loss: 0.0090 | Val Loss: 0.2615 | Sample L1: 0.5440
Epoch 50 | Train Loss: 0.0087 | Val Loss: 0.2442 | Sample L1: 0.5453
Epoch 51 | Train Loss: 0.0084 | Val Loss: 0.2589 | Sample L1: 0.5488
Epoch 52 | Train Loss: 0.0081 | Val Loss: 0.2800 | Sample L1: 0.5455
Epoch 53 | Train Loss: 0.0077 | Val Loss: 0.2773 | Sample L1: 0.5467
Epoch 54 | Train Loss: 0.0076 | Val Loss: 0.2562 | Sample L1: 0.5444
Epoch 55 | Train Loss: 0.0075 | Val Loss: 0.2564 | Sample L1: 0.5466
Epoch 56 | Train Loss: 0.0074 | Val Loss: 0.2882 | Sample L1: 0.5435
Epoch 57 | Train Loss: 0.0073 | Val Loss: 0.2848 | Sample L1: 0.5460
Epoch 58 | Train Loss: 0.0074 | Val Loss: 0.2739 | Sample L1: 0.5423
Epoch 59 | Train Loss: 0.0073 | Val Loss: 0.2395 | Sample L1: 0.5451
Epoch 60 | Train Loss: 0.0070 | Val Loss: 0.2572 | Sample L1: 0.5423
Epoch 61 | Train Loss: 0.0067 | Val Loss: 0.2750 | Sample L1: 0.5433
Epoch 62 | Train Loss: 0.0067 | Val Loss: 0.2627 | Sample L1: 0.5421
Epoch 63 | Train Loss: 0.0065 | Val Loss: 0.2920 | Sample L1: 0.5484
Epoch 64 | Train Loss: 0.0065 | Val Loss: 0.2589 | Sample L1: 0.5417
Epoch 65 | Train Loss: 0.0065 | Val Loss: 0.2656 | Sample L1: 0.5467
Epoch 66 | Train Loss: 0.0065 | Val Loss: 0.2812 | Sample L1: 0.5425
Epoch 67 | Train Loss: 0.0062 | Val Loss: 0.2397 | Sample L1: 0.5416
Epoch 68 | Train Loss: 0.0062 | Val Loss: 0.2494 | Sample L1: 0.5399
Epoch 69 | Train Loss: 0.0059 | Val Loss: 0.2756 | Sample L1: 0.5435
Epoch 70 | Train Loss: 0.0059 | Val Loss: 0.2683 | Sample L1: 0.5425
Epoch 71 | Train Loss: 0.0059 | Val Loss: 0.2564 | Sample L1: 0.5386
Epoch 72 | Train Loss: 0.0059 | Val Loss: 0.2540 | Sample L1: 0.5405
Epoch 73 | Train Loss: 0.0058 | Val Loss: 0.2575 | Sample L1: 0.5412
Epoch 74 | Train Loss: 0.0058 | Val Loss: 0.2716 | Sample L1: 0.5393
Epoch 75 | Train Loss: 0.0055 | Val Loss: 0.2473 | Sample L1: 0.5392
Epoch 76 | Train Loss: 0.0054 | Val Loss: 0.2833 | Sample L1: 0.5393
Epoch 77 | Train Loss: 0.0053 | Val Loss: 0.2636 | Sample L1: 0.5374
Epoch 78 | Train Loss: 0.0051 | Val Loss: 0.2494 | Sample L1: 0.5419
Epoch 79 | Train Loss: 0.0051 | Val Loss: 0.2742 | Sample L1: 0.5371
Early stopping triggered.
