epoch,lr,train_loss,train_cosine_loss,train_mse_loss,val_loss,val_cosine_loss,val_mse_loss,val_cosine_mean,val_cosine_std,val_cosine_median,val_cosine_p05,val_cosine_p95,val_cosine_min,val_cosine_max,val_l2_mean,val_l2_median,val_angle_deg_mean,val_angle_deg_median
20,0.0009931806517013613,0.16720448338985444,0.16655388164520263,0.0006506012865076107,0.4283304557800293,0.4266638000352042,0.001666655610847686,0.5733361840248108,0.12887772917747498,0.5733424425125122,0.36118000745773315,0.7887575030326843,0.04632672667503357,0.9407109022140503,0.9123256206512451,0.9237505793571472,54.4710807800293,55.01636505126953
21,0.0009917525374361913,0.16068897378444671,0.16006372444970268,0.0006252491051065071,0.42989577889442443,0.4282230353355408,0.0016727463765335935,0.5717769861221313,0.12995892763137817,0.5714887976646423,0.3563035726547241,0.7900155782699585,0.02897423692047596,0.9351998567581177,0.9138458967208862,0.9257550835609436,54.57240295410156,55.14588928222656
22,0.0009901899829374047,0.1550704585994993,0.1544670719419207,0.0006033872037327716,0.42963757269723074,0.42796583230154855,0.0016717416886240244,0.5720341801643372,0.13019634783267975,0.5716913938522339,0.3591350018978119,0.7920820713043213,0.03638610988855362,0.9438126683235168,0.9134945869445801,0.9255362749099731,54.55065155029297,55.131736755371094
23,0.0009884934153917997,0.14997822972706387,0.14939465659005302,0.000583573090311672,0.4303117014339992,0.4286373405456543,0.0016743648045563272,0.5713626146316528,0.1302686482667923,0.5703104734420776,0.35524094104766846,0.7930657863616943,0.04256080463528633,0.9486764669418335,0.9142236113548279,0.9270271062850952,54.5979118347168,55.228118896484375
24,0.000986663298624003,0.14541805902549199,0.1448522297995431,0.0005658292292085078,0.4316557834829603,0.42997619104385376,0.001679594655388168,0.570023775100708,0.13087286055088043,0.5698912143707275,0.3511163592338562,0.7919396162033081,0.02994105964899063,0.9322773218154907,0.9156208038330078,0.9274791479110718,54.68964767456055,55.257354736328125
25,0.0009847001329696653,0.14129681726864407,0.14074702371869768,0.0005497932372880833,0.4315434285913195,0.42986427184513637,0.001679157470885132,0.5701357126235962,0.1307462751865387,0.5694401264190674,0.3561539947986603,0.7927993535995483,0.047423429787158966,0.953733503818512,0.9154372215270996,0.927965521812439,54.677974700927734,55.28880310058594
26,0.0009826044551386743,0.13751813634804316,0.1369830457142421,0.000535090209916234,0.432146853855678,0.4304653491292681,0.0016815054347472532,0.5695346593856812,0.1315150409936905,0.5682548880577087,0.35335052013397217,0.7953855991363525,0.046551842242479324,0.9419469833374023,0.9159853458404541,0.9292417764663696,54.715572357177734,55.371376037597656
27,0.0009803768380684242,0.13430145682607378,0.13377888311658587,0.0005225739495030472,0.4331816178730556,0.4314960863249642,0.0016855317461969598,0.5685039162635803,0.1313886046409607,0.5667388439178467,0.3568981885910034,0.7943257093429565,0.05540447309613228,0.9441247582435608,0.9170979857444763,0.930871844291687,54.78730392456055,55.47686767578125
28,0.0009780178907671788,0.13123527666500637,0.1307246335574559,0.0005106433072526541,0.43309511201722284,0.4314099197387695,0.001685195174999535,0.5685900449752808,0.1313219964504242,0.5668903589248657,0.35495084524154663,0.7922655940055847,0.044886961579322815,0.9496158361434937,0.9170152544975281,0.9307089447975159,54.781776428222656,55.466331481933594
29,0.0009755282581475768,0.1283237990311214,0.1278244845526559,0.0004993145835718939,0.43285199519566125,0.4311677454539708,0.0016842491874205215,0.5688322186470032,0.13109642267227173,0.5665572881698608,0.3524456024169922,0.792857825756073,0.05536193400621414,0.947637677192688,0.9167904853820801,0.9310668706893921,54.766544342041016,55.48949432373047
30,0.0009729086208503173,0.1256999075923647,0.1252108028956822,0.000489104892260262,0.433554705449513,0.43186772223881315,0.001686983411998621,0.5681322813034058,0.13186557590961456,0.564480721950531,0.3528858721256256,0.793624758720398,0.052044324576854706,0.9491554498672485,0.9174059629440308,0.9332945346832275,54.808773040771484,55.633758544921875
31,0.0009701596950580807,0.12336593798228672,0.12288591507502965,0.00048002329442117895,0.4339194917678833,0.43223108870642524,0.0016884028379406247,0.567768931388855,0.1317131072282791,0.5657728910446167,0.3527204394340515,0.7936416268348694,0.05691339820623398,0.9471209645271301,0.9178324341773987,0.9319089651107788,54.8358154296875,55.54401779174805
32,0.0009672822322997304,0.12129574370384216,0.12082377570016044,0.00047196806468335645,0.433657961334501,0.4319705781936646,0.0016873852271320564,0.5680294036865234,0.13202691078186035,0.5656260251998901,0.35393157601356506,0.7951144576072693,0.032075509428977966,0.9460314512252808,0.9174758195877075,0.9320665001869202,54.81388473510742,55.554222106933594
